Track :
 realtime: 00072.960
 realtime: 00072.964
 realtime: 00073.080
 realtime: 00073.200
 realtime: 00073.320
 realtime: 00073.440
 realtime: 00073.560
 realtime: 00073.680
 realtime: 00073.800
 realtime: 00073.920
 realtime: 00074.040
 realtime: 00074.160
 realtime: 00074.280
 realtime: 00074.400
 realtime: 00074.520
 realtime: 00074.528
 realtime: 00074.640
 realtime: 00074.648
 realtime: 00074.756
 realtime: 00074.880
 realtime: 00075.000
 realtime: 00075.120
 realtime: 00075.240
 realtime: 00075.360
 realtime: 00075.364
 realtime: 00075.480
 realtime: 00075.600
 realtime: 00075.720
 realtime: 00075.840
 realtime: 00075.960
 realtime: 00076.080
 realtime: 00076.200
 realtime: 00076.320
 realtime: 00076.440
 realtime: 00076.560
 realtime: 00076.680
 realtime: 00076.800
 realtime: 00076.804
 realtime: 00076.920
 realtime: 00077.040
 realtime: 00077.160
 realtime: 00077.280
 realtime: 00077.400
 realtime: 00077.520
 realtime: 00077.640
 realtime: 00077.760
 realtime: 00077.880
 realtime: 00078.000
 realtime: 00078.120
 realtime: 00078.240
 realtime: 00078.360
 realtime: 00078.368
 realtime: 00078.480
 realtime: 00078.488
 realtime: 00078.596
 realtime: 00078.720
 realtime: 00078.840
 realtime: 00078.960
 realtime: 00079.080
 realtime: 00079.200
 realtime: 00079.204
 realtime: 00079.320
 realtime: 00079.440
 realtime: 00079.560
 realtime: 00079.680
 realtime: 00079.800
 realtime: 00079.920
 realtime: 00080.040
 realtime: 00080.160
 realtime: 00080.280
 realtime: 00080.400
 realtime: 00080.520
 realtime: 00080.640
 realtime: 00080.760
 realtime: 00080.880
 realtime: 00081.120
 realtime: 00081.360
 realtime: 00081.480
 realtime: 00081.720
 realtime: 00081.840
 realtime: 00082.080
 realtime: 00082.320
 realtime: 00082.560
 realtime: 00082.800
 realtime: 00083.040
 realtime: 00083.280
 realtime: 00083.400
 realtime: 00083.640
 realtime: 00083.760
 realtime: 00084.000
 realtime: 00084.240
 realtime: 00084.480
 realtime: 00084.720
 realtime: 00084.960
 realtime: 00085.200
 realtime: 00085.320
 realtime: 00085.560
 realtime: 00085.800
 realtime: 00085.920
 realtime: 00086.160
 realtime: 00086.400
 realtime: 00086.640
 realtime: 00086.880
 realtime: 00087.120
 realtime: 00087.240
 realtime: 00087.480
 realtime: 00087.720
 realtime: 00087.840
 realtime: 00088.080
 realtime: 00088.320
 realtime: 00088.560
 realtime: 00088.800
 realtime: 00089.040
 realtime: 00089.160
 realtime: 00089.400
 realtime: 00089.640
 realtime: 00089.760
 realtime: 00090.000
 realtime: 00090.240
 realtime: 00090.480
 realtime: 00090.720
 realtime: 00090.960
 realtime: 00091.080
 realtime: 00091.320
 realtime: 00091.560
 realtime: 00091.680
 realtime: 00091.920
 realtime: 00092.160
 realtime: 00092.400
 realtime: 00092.640
 realtime: 00092.880
 realtime: 00093.000
 realtime: 00093.240
 realtime: 00093.480
 realtime: 00093.600
 realtime: 00093.840
 realtime: 00094.080
 realtime: 00094.320
 realtime: 00094.560
 realtime: 00094.800
 realtime: 00094.920
 realtime: 00095.160
 realtime: 00095.400
 realtime: 00095.520
 realtime: 00095.760
 realtime: 00096.000
 realtime: 00096.240
 realtime: 00096.480
 realtime: 00096.720
 realtime: 00096.840
 realtime: 00097.080
 realtime: 00097.320
 realtime: 00097.440
 realtime: 00097.680
 realtime: 00097.920
 realtime: 00098.160
 realtime: 00098.400
 realtime: 00098.640
 realtime: 00098.760
 realtime: 00099.000
 realtime: 00099.240
 realtime: 00099.360
 realtime: 00099.600
 realtime: 00099.840
 realtime: 00100.080
 realtime: 00100.320
 realtime: 00100.560
 realtime: 00100.680
 realtime: 00100.920
 realtime: 00101.160
 realtime: 00101.280
 realtime: 00101.520
 realtime: 00101.760
 realtime: 00102.000
 realtime: 00102.240
 realtime: 00102.480
 realtime: 00102.600
 realtime: 00102.840
 realtime: 00103.080
 realtime: 00103.200
 realtime: 00103.440
 realtime: 00103.680
 realtime: 00103.920
 realtime: 00104.160
 realtime: 00104.400
 realtime: 00104.520
 realtime: 00104.760
 realtime: 00105.000
 realtime: 00105.120
 realtime: 00105.360
 realtime: 00105.600
 realtime: 00105.840
 realtime: 00106.080
 realtime: 00106.320
 realtime: 00106.440
 realtime: 00106.680
 realtime: 00106.920
 realtime: 00107.040
 realtime: 00107.280
 realtime: 00107.520
 realtime: 00107.524
 realtime: 00107.640
 realtime: 00107.760
 realtime: 00107.880
 realtime: 00108.000
 realtime: 00108.120
 realtime: 00108.240
 realtime: 00108.360
 realtime: 00108.480
 realtime: 00108.600
 realtime: 00108.720
 realtime: 00108.840
 realtime: 00108.960
 realtime: 00109.080
 realtime: 00109.088
 realtime: 00109.200
 realtime: 00109.208
 realtime: 00109.316
 realtime: 00109.440
 realtime: 00109.560
 realtime: 00109.680
 realtime: 00109.800
 realtime: 00109.920
 realtime: 00109.924
 realtime: 00110.040
 realtime: 00110.160
 realtime: 00110.280
 realtime: 00110.400
 realtime: 00110.520
 realtime: 00110.640
 realtime: 00110.760
 realtime: 00110.880
 realtime: 00111.000
 realtime: 00111.120
 realtime: 00111.240
 realtime: 00111.360
 realtime: 00111.364
 realtime: 00111.480
 realtime: 00111.600
 realtime: 00111.720
 realtime: 00111.840
 realtime: 00111.960
 realtime: 00112.080
 realtime: 00112.200
 realtime: 00112.320
 realtime: 00112.440
 realtime: 00112.560
 realtime: 00112.680
 realtime: 00112.800
 realtime: 00112.920
 realtime: 00112.928
 realtime: 00113.040
 realtime: 00113.048
 realtime: 00113.156
 realtime: 00113.280
 realtime: 00113.400
 realtime: 00113.520
 realtime: 00113.640
 realtime: 00113.760
 realtime: 00113.764
 realtime: 00113.880
 realtime: 00114.000
 realtime: 00114.120
 realtime: 00114.240
 realtime: 00114.360
 realtime: 00114.480
 realtime: 00114.600
 realtime: 00114.720
 realtime: 00114.840
 realtime: 00114.960
 realtime: 00115.080
 realtime: 00115.200
 realtime: 00115.204
 realtime: 00115.320
 realtime: 00115.440
 realtime: 00115.560
 realtime: 00115.680
 realtime: 00115.800
 realtime: 00115.920
 realtime: 00116.040
 realtime: 00116.160
 realtime: 00116.280
 realtime: 00116.400
 realtime: 00116.520
 realtime: 00116.640
 realtime: 00116.760
 realtime: 00116.768
 realtime: 00116.880
 realtime: 00116.888
 realtime: 00116.996
 realtime: 00117.120
 realtime: 00117.240
 realtime: 00117.360
 realtime: 00117.480
 realtime: 00117.600
 realtime: 00117.604
 realtime: 00117.720
 realtime: 00117.840
 realtime: 00117.960
 realtime: 00118.080
 realtime: 00118.200
 realtime: 00118.320
 realtime: 00118.440
 realtime: 00118.560
 realtime: 00118.680
 realtime: 00118.800
 realtime: 00118.920
 realtime: 00119.040
 realtime: 00119.160
 realtime: 00119.280
 realtime: 00119.520
 realtime: 00119.760
 realtime: 00119.880
 realtime: 00120.120
 realtime: 00120.240
 realtime: 00120.480
 realtime: 00120.720
 realtime: 00120.960
 realtime: 00121.200
 realtime: 00121.440
 realtime: 00121.680
 realtime: 00121.800
 realtime: 00122.040
 realtime: 00122.160
 realtime: 00122.400
 realtime: 00122.640
 realtime: 00122.880
 realtime: 00123.120
 realtime: 00123.360
 realtime: 00123.600
 realtime: 00123.720
 realtime: 00123.960
 realtime: 00124.200
 realtime: 00124.320
 realtime: 00124.560
 realtime: 00124.800
 realtime: 00125.040
 realtime: 00125.280
 realtime: 00125.520
 realtime: 00125.640
 realtime: 00125.880
 realtime: 00126.120
 realtime: 00126.240
 realtime: 00126.480
 realtime: 00126.720
 realtime: 00126.960
 realtime: 00127.200
 realtime: 00127.440
 realtime: 00127.560
 realtime: 00127.800
 realtime: 00128.040
 realtime: 00128.160
 realtime: 00128.400
 realtime: 00128.640
 realtime: 00128.880
 realtime: 00129.120
 realtime: 00129.360
 realtime: 00129.480
 realtime: 00129.720
 realtime: 00129.960
 realtime: 00130.080
 realtime: 00130.320
 realtime: 00130.560
 realtime: 00130.800
 realtime: 00131.040
 realtime: 00131.280
 realtime: 00131.400
 realtime: 00131.640
 realtime: 00131.880
 realtime: 00132.000
 realtime: 00132.240
 realtime: 00132.480
 realtime: 00132.720
 realtime: 00132.960
 realtime: 00133.200
 realtime: 00133.320
 realtime: 00133.560
 realtime: 00133.800
 realtime: 00133.920
 realtime: 00134.160
 realtime: 00134.400
 realtime: 00134.640
 realtime: 00134.880
 realtime: 00135.120
 realtime: 00135.240
 realtime: 00135.480
 realtime: 00135.720
 realtime: 00135.840
 realtime: 00136.080
 realtime: 00136.320
 realtime: 00136.560
 realtime: 00136.800
 realtime: 00137.040
 realtime: 00137.160
 realtime: 00137.400
 realtime: 00137.640
 realtime: 00137.760
 realtime: 00138.000
 realtime: 00138.240
 realtime: 00138.480
 realtime: 00138.720
 realtime: 00138.960
 realtime: 00139.080
 realtime: 00139.320
 realtime: 00139.560
 realtime: 00139.680
 realtime: 00139.920
 realtime: 00140.160
 realtime: 00140.400
 realtime: 00140.640
 realtime: 00140.880
 realtime: 00141.000
 realtime: 00141.240
 realtime: 00141.480
 realtime: 00141.600
 realtime: 00141.840
 realtime: 00142.080
 realtime: 00142.320
 realtime: 00142.560
 realtime: 00142.800
 realtime: 00142.920
 realtime: 00143.160
 realtime: 00143.400
 realtime: 00143.520
 realtime: 00143.760
 realtime: 00144.000
 realtime: 00144.240
 realtime: 00144.480
 realtime: 00144.720
 realtime: 00144.840
 realtime: 00145.080
 realtime: 00145.320
 realtime: 00145.440
 realtime: 00145.680
 realtime: 00145.920
 realtime: 00145.924
 realtime: 00146.040
 realtime: 00146.160
 realtime: 00146.280
 realtime: 00146.400
 realtime: 00146.520
 realtime: 00146.640
 realtime: 00146.760
 realtime: 00146.880
 realtime: 00147.000
 realtime: 00147.120
 realtime: 00147.240
 realtime: 00147.360
 realtime: 00147.480
 realtime: 00147.488
 realtime: 00147.600
 realtime: 00147.608
 realtime: 00147.716
 realtime: 00147.840
 realtime: 00147.960
 realtime: 00148.080
 realtime: 00148.200
 realtime: 00148.320
 realtime: 00148.324
 realtime: 00148.440
 realtime: 00148.560
 realtime: 00148.680
 realtime: 00148.800
 realtime: 00148.920
 realtime: 00149.040
 realtime: 00149.160
 realtime: 00149.280
 realtime: 00149.400
 realtime: 00149.520
 realtime: 00149.640
 realtime: 00149.760
 realtime: 00149.764
 realtime: 00149.880
 realtime: 00150.000
 realtime: 00150.120
 realtime: 00150.240
 realtime: 00150.360
 realtime: 00150.480
 realtime: 00150.600
 realtime: 00150.720
 realtime: 00150.840
 realtime: 00150.960
 realtime: 00151.080
 realtime: 00151.200
 realtime: 00151.320
 realtime: 00151.328
 realtime: 00151.440
 realtime: 00151.448
 realtime: 00151.556
 realtime: 00151.680
 realtime: 00151.800
 realtime: 00151.920
 realtime: 00152.040
 realtime: 00152.160
 realtime: 00152.164
 realtime: 00152.280
 realtime: 00152.400
 realtime: 00152.520
 realtime: 00152.640
 realtime: 00152.760
 realtime: 00152.880
 realtime: 00153.000
 realtime: 00153.120
 realtime: 00153.240
 realtime: 00153.360
 realtime: 00153.480
 realtime: 00153.600
 realtime: 00153.604
 realtime: 00153.720
 realtime: 00153.840
 realtime: 00153.960
 realtime: 00154.080
 realtime: 00154.200
 realtime: 00154.320
 realtime: 00154.440
 realtime: 00154.560
 realtime: 00154.680
 realtime: 00154.800
 realtime: 00154.920
 realtime: 00155.040
 realtime: 00155.160
 realtime: 00155.168
 realtime: 00155.280
 realtime: 00155.288
 realtime: 00155.396
 realtime: 00155.520
 realtime: 00155.640
 realtime: 00155.760
 realtime: 00155.880
 realtime: 00156.000
 realtime: 00156.004
 realtime: 00156.120
 realtime: 00156.240
 realtime: 00156.360
 realtime: 00156.480
 realtime: 00156.600
 realtime: 00156.720
 realtime: 00156.840
 realtime: 00156.960
 realtime: 00157.080
 realtime: 00157.200
 realtime: 00157.320
 realtime: 00157.440
 realtime: 00157.560
 realtime: 00157.680
 realtime: 00157.920
 realtime: 00158.160
 realtime: 00158.280
 realtime: 00158.520
 realtime: 00158.640
 realtime: 00158.880
 realtime: 00159.120
 realtime: 00159.360
 realtime: 00159.600
 realtime: 00159.840
 realtime: 00160.080
 realtime: 00160.200
 realtime: 00160.440
 realtime: 00160.560
 realtime: 00160.800
 realtime: 00161.040
Track Drum:
 realtime: 00007.680
 realtime: 00008.160
 realtime: 00008.400
 realtime: 00008.640
 realtime: 00008.880
 realtime: 00009.120
 realtime: 00009.360
 realtime: 00009.600
 realtime: 00010.080
 realtime: 00010.560
 realtime: 00011.280
 realtime: 00011.520
 realtime: 00011.760
 realtime: 00011.880
 realtime: 00012.000
 realtime: 00012.240
 realtime: 00012.480
 realtime: 00013.200
 realtime: 00013.440
 realtime: 00013.680
 realtime: 00013.800
 realtime: 00013.920
 realtime: 00014.160
 realtime: 00014.400
 realtime: 00015.360
 realtime: 00015.840
 realtime: 00016.080
 realtime: 00016.320
 realtime: 00016.560
 realtime: 00016.800
 realtime: 00017.040
 realtime: 00017.280
 realtime: 00017.760
 realtime: 00018.240
 realtime: 00018.960
 realtime: 00019.200
 realtime: 00019.440
 realtime: 00019.560
 realtime: 00019.680
 realtime: 00019.920
 realtime: 00020.160
 realtime: 00020.880
 realtime: 00021.120
 realtime: 00021.360
 realtime: 00021.480
 realtime: 00021.600
 realtime: 00021.840
 realtime: 00022.080
 realtime: 00023.040
 realtime: 00023.520
 realtime: 00023.760
 realtime: 00024.000
 realtime: 00024.240
 realtime: 00024.480
 realtime: 00024.720
 realtime: 00024.960
 realtime: 00025.440
 realtime: 00025.920
 realtime: 00026.640
 realtime: 00026.880
 realtime: 00027.360
 realtime: 00027.600
 realtime: 00027.840
 realtime: 00028.080
 realtime: 00028.320
 realtime: 00028.560
 realtime: 00028.800
 realtime: 00029.040
 realtime: 00029.160
 realtime: 00029.280
 realtime: 00029.520
 realtime: 00029.760
 realtime: 00030.720
 realtime: 00031.200
 realtime: 00031.440
 realtime: 00031.680
 realtime: 00031.920
 realtime: 00032.160
 realtime: 00032.400
 realtime: 00032.640
 realtime: 00033.120
 realtime: 00033.600
 realtime: 00034.320
 realtime: 00034.560
 realtime: 00034.800
 realtime: 00034.920
 realtime: 00035.040
 realtime: 00035.280
 realtime: 00035.520
 realtime: 00036.240
 realtime: 00036.480
 realtime: 00036.720
 realtime: 00036.840
 realtime: 00036.960
 realtime: 00037.200
 realtime: 00037.440
 realtime: 00037.920
 realtime: 00053.760
 realtime: 00054.240
 realtime: 00054.480
 realtime: 00054.720
 realtime: 00054.960
 realtime: 00055.200
 realtime: 00055.440
 realtime: 00055.680
 realtime: 00056.160
 realtime: 00056.640
 realtime: 00057.360
 realtime: 00057.600
 realtime: 00057.840
 realtime: 00057.960
 realtime: 00058.080
 realtime: 00058.320
 realtime: 00058.560
 realtime: 00059.280
 realtime: 00059.520
 realtime: 00059.760
 realtime: 00059.880
 realtime: 00060.000
 realtime: 00060.240
 realtime: 00060.480
 realtime: 00061.440
 realtime: 00061.920
 realtime: 00062.160
 realtime: 00062.400
 realtime: 00062.640
 realtime: 00062.880
 realtime: 00063.120
 realtime: 00063.360
 realtime: 00063.840
 realtime: 00064.320
 realtime: 00065.040
 realtime: 00065.280
 realtime: 00065.520
 realtime: 00065.640
 realtime: 00065.760
 realtime: 00066.000
 realtime: 00066.240
 realtime: 00066.960
 realtime: 00067.200
 realtime: 00067.440
 realtime: 00067.560
 realtime: 00067.680
 realtime: 00067.920
 realtime: 00068.160
 realtime: 00069.120
 realtime: 00069.600
 realtime: 00069.840
 realtime: 00070.080
 realtime: 00070.320
 realtime: 00070.560
 realtime: 00070.800
 realtime: 00071.040
 realtime: 00071.520
 realtime: 00072.000
 realtime: 00072.720
 realtime: 00072.960
 realtime: 00073.440
 realtime: 00073.680
 realtime: 00073.920
 realtime: 00074.160
 realtime: 00074.400
 realtime: 00074.640
 realtime: 00074.880
 realtime: 00075.120
 realtime: 00075.240
 realtime: 00075.360
 realtime: 00075.600
 realtime: 00075.840
 realtime: 00076.800
 realtime: 00077.280
 realtime: 00077.520
 realtime: 00077.760
 realtime: 00078.000
 realtime: 00078.240
 realtime: 00078.480
 realtime: 00078.720
 realtime: 00079.200
 realtime: 00079.680
 realtime: 00080.400
 realtime: 00080.640
 realtime: 00080.880
 realtime: 00081.000
 realtime: 00081.120
 realtime: 00081.360
 realtime: 00081.600
 realtime: 00082.320
 realtime: 00082.560
 realtime: 00082.800
 realtime: 00082.920
 realtime: 00083.040
 realtime: 00083.280
 realtime: 00083.520
 realtime: 00084.000
 realtime: 00092.160
 realtime: 00092.640
 realtime: 00092.880
 realtime: 00093.120
 realtime: 00093.360
 realtime: 00093.600
 realtime: 00093.840
 realtime: 00094.080
 realtime: 00094.560
 realtime: 00095.040
 realtime: 00095.760
 realtime: 00096.000
 realtime: 00096.240
 realtime: 00096.360
 realtime: 00096.480
 realtime: 00096.720
 realtime: 00096.960
 realtime: 00097.680
 realtime: 00097.920
 realtime: 00098.160
 realtime: 00098.280
 realtime: 00098.400
 realtime: 00098.640
 realtime: 00098.880
 realtime: 00099.840
 realtime: 00100.320
 realtime: 00100.560
 realtime: 00100.800
 realtime: 00101.040
 realtime: 00101.280
 realtime: 00101.520
 realtime: 00101.760
 realtime: 00102.240
 realtime: 00102.720
 realtime: 00103.440
 realtime: 00103.680
 realtime: 00103.920
 realtime: 00104.040
 realtime: 00104.160
 realtime: 00104.400
 realtime: 00104.640
 realtime: 00105.360
 realtime: 00105.600
 realtime: 00105.840
 realtime: 00105.960
 realtime: 00106.080
 realtime: 00106.320
 realtime: 00106.560
 realtime: 00107.520
 realtime: 00108.000
 realtime: 00108.240
 realtime: 00108.480
 realtime: 00108.720
 realtime: 00108.960
 realtime: 00109.200
 realtime: 00109.440
 realtime: 00109.920
 realtime: 00110.400
 realtime: 00111.120
 realtime: 00111.360
 realtime: 00111.840
 realtime: 00112.080
 realtime: 00112.320
 realtime: 00112.560
 realtime: 00112.800
 realtime: 00113.040
 realtime: 00113.280
 realtime: 00113.520
 realtime: 00113.640
 realtime: 00113.760
 realtime: 00114.000
 realtime: 00114.240
 realtime: 00115.200
 realtime: 00115.680
 realtime: 00115.920
 realtime: 00116.160
 realtime: 00116.400
 realtime: 00116.640
 realtime: 00116.880
 realtime: 00117.120
 realtime: 00117.600
 realtime: 00118.080
 realtime: 00118.800
 realtime: 00119.040
 realtime: 00119.280
 realtime: 00119.400
 realtime: 00119.520
 realtime: 00119.760
 realtime: 00120.000
 realtime: 00120.720
 realtime: 00120.960
 realtime: 00121.200
 realtime: 00121.320
 realtime: 00121.440
 realtime: 00121.680
 realtime: 00121.920
 realtime: 00122.400
 realtime: 00130.560
 realtime: 00131.040
 realtime: 00131.280
 realtime: 00131.520
